,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,O*NET-SOC Code,round O*NET-SOC Code
n000011,-2.698320089787355,-9.541365928774772,-1.1278266419974452,6.323653344201023,2.9790631607500835,3.1099059464409846,3.6442846184192823,2.5185421845902964,-3.688192613988993,-0.4127191923226175,-2.485110888100371,-1.2082829476178412,-0.4124909015434746,0.4193045117058859,1.2652695271354828e-15,113031.0,113031.0
n000012,-2.698320089787355,-9.541365928774772,-1.1278266419974452,6.323653344201023,2.9790631607500835,3.1099059464409846,3.6442846184192823,2.5185421845902964,-3.688192613988993,-0.4127191923226175,-2.485110888100371,-1.2082829476178412,-0.4124909015434746,0.4193045117058859,1.2652695271354828e-15,113031.0,113031.0
n000013,-2.698320089787355,-9.541365928774772,-1.1278266419974452,6.323653344201023,2.9790631607500835,3.1099059464409846,3.6442846184192823,2.5185421845902964,-3.688192613988993,-0.4127191923226175,-2.485110888100371,-1.2082829476178412,-0.4124909015434746,0.4193045117058859,1.2652695271354828e-15,113031.0,113031.0
n000014,-2.698320089787355,-9.541365928774772,-1.1278266419974452,6.323653344201023,2.9790631607500835,3.1099059464409846,3.6442846184192823,2.5185421845902964,-3.688192613988993,-0.4127191923226175,-2.485110888100371,-1.2082829476178412,-0.4124909015434746,0.4193045117058859,1.2652695271354828e-15,113031.0,113031.0
n000015,-2.698320089787355,-9.541365928774772,-1.1278266419974452,6.323653344201023,2.9790631607500835,3.1099059464409846,3.6442846184192823,2.5185421845902964,-3.688192613988993,-0.4127191923226175,-2.485110888100371,-1.2082829476178412,-0.4124909015434746,0.4193045117058859,1.2652695271354828e-15,113031.0,113031.0
n000016,-2.698320089787355,-9.541365928774772,-1.1278266419974452,6.323653344201023,2.9790631607500835,3.1099059464409846,3.6442846184192823,2.5185421845902964,-3.688192613988993,-0.4127191923226175,-2.485110888100371,-1.2082829476178412,-0.4124909015434746,0.4193045117058859,1.2652695271354828e-15,113031.0,113031.0
n000017,-2.698320089787355,-9.541365928774772,-1.1278266419974452,6.323653344201023,2.9790631607500835,3.1099059464409846,3.6442846184192823,2.5185421845902964,-3.688192613988993,-0.4127191923226175,-2.485110888100371,-1.2082829476178412,-0.4124909015434746,0.4193045117058859,1.2652695271354828e-15,113031.0,113031.0
n000018,-2.698320089787355,-9.541365928774772,-1.1278266419974452,6.323653344201023,2.9790631607500835,3.1099059464409846,3.6442846184192823,2.5185421845902964,-3.688192613988993,-0.4127191923226175,-2.485110888100371,-1.2082829476178412,-0.4124909015434746,0.4193045117058859,1.2652695271354828e-15,113031.0,113031.0
n000019,-2.698320089787355,-9.541365928774772,-1.1278266419974452,6.323653344201023,2.9790631607500835,3.1099059464409846,3.6442846184192823,2.5185421845902964,-3.688192613988993,-0.4127191923226175,-2.485110888100371,-1.2082829476178412,-0.4124909015434746,0.4193045117058859,1.2652695271354828e-15,113031.0,113031.0
n000020,-2.698320089787355,-9.541365928774772,-1.1278266419974452,6.323653344201023,2.9790631607500835,3.1099059464409846,3.6442846184192823,2.5185421845902964,-3.688192613988993,-0.4127191923226175,-2.485110888100371,-1.2082829476178412,-0.4124909015434746,0.4193045117058859,1.2652695271354828e-15,113031.0,113031.0
n000021,-2.698320089787355,-9.541365928774772,-1.1278266419974452,6.323653344201023,2.9790631607500835,3.1099059464409846,3.6442846184192823,2.5185421845902964,-3.688192613988993,-0.4127191923226175,-2.485110888100371,-1.2082829476178412,-0.4124909015434746,0.4193045117058859,1.2652695271354828e-15,113031.0,113031.0
n000022,-2.698320089787355,-9.541365928774772,-1.1278266419974452,6.323653344201023,2.9790631607500835,3.1099059464409846,3.6442846184192823,2.5185421845902964,-3.688192613988993,-0.4127191923226175,-2.485110888100371,-1.2082829476178412,-0.4124909015434746,0.4193045117058859,1.2652695271354828e-15,113031.0,113031.0
n000023,-2.698320089787355,-9.541365928774772,-1.1278266419974452,6.323653344201023,2.9790631607500835,3.1099059464409846,3.6442846184192823,2.5185421845902964,-3.688192613988993,-0.4127191923226175,-2.485110888100371,-1.2082829476178412,-0.4124909015434746,0.4193045117058859,1.2652695271354828e-15,113031.0,113031.0
n000024,-2.698320089787355,-9.541365928774772,-1.1278266419974452,6.323653344201023,2.9790631607500835,3.1099059464409846,3.6442846184192823,2.5185421845902964,-3.688192613988993,-0.4127191923226175,-2.485110888100371,-1.2082829476178412,-0.4124909015434746,0.4193045117058859,1.2652695271354828e-15,113031.0,113031.0
n000025,-2.698320089787355,-9.541365928774772,-1.1278266419974452,6.323653344201023,2.9790631607500835,3.1099059464409846,3.6442846184192823,2.5185421845902964,-3.688192613988993,-0.4127191923226175,-2.485110888100371,-1.2082829476178412,-0.4124909015434746,0.4193045117058859,1.2652695271354828e-15,113031.0,113031.0
n000026,-2.698320089787355,-9.541365928774772,-1.1278266419974452,6.323653344201023,2.9790631607500835,3.1099059464409846,3.6442846184192823,2.5185421845902964,-3.688192613988993,-0.4127191923226175,-2.485110888100371,-1.2082829476178412,-0.4124909015434746,0.4193045117058859,1.2652695271354828e-15,113031.0,113031.0
n000027,-2.698320089787355,-9.541365928774772,-1.1278266419974452,6.323653344201023,2.9790631607500835,3.1099059464409846,3.6442846184192823,2.5185421845902964,-3.688192613988993,-0.4127191923226175,-2.485110888100371,-1.2082829476178412,-0.4124909015434746,0.4193045117058859,1.2652695271354828e-15,113031.0,113031.0
n000028,-2.698320089787355,-9.541365928774772,-1.1278266419974452,6.323653344201023,2.9790631607500835,3.1099059464409846,3.6442846184192823,2.5185421845902964,-3.688192613988993,-0.4127191923226175,-2.485110888100371,-1.2082829476178412,-0.4124909015434746,0.4193045117058859,1.2652695271354828e-15,113031.0,113031.0
n000029,-2.698320089787355,-9.541365928774772,-1.1278266419974452,6.323653344201023,2.9790631607500835,3.1099059464409846,3.6442846184192823,2.5185421845902964,-3.688192613988993,-0.4127191923226175,-2.485110888100371,-1.2082829476178412,-0.4124909015434746,0.4193045117058859,1.2652695271354828e-15,113031.0,113031.0
n000030,-2.698320089787355,-9.541365928774772,-1.1278266419974452,6.323653344201023,2.9790631607500835,3.1099059464409846,3.6442846184192823,2.5185421845902964,-3.688192613988993,-0.4127191923226175,-2.485110888100371,-1.2082829476178412,-0.4124909015434746,0.4193045117058859,1.2652695271354828e-15,113031.0,113031.0
n000031,-2.698320089787355,-9.541365928774772,-1.1278266419974452,6.323653344201023,2.9790631607500835,3.1099059464409846,3.6442846184192823,2.5185421845902964,-3.688192613988993,-0.4127191923226175,-2.485110888100371,-1.2082829476178412,-0.4124909015434746,0.4193045117058859,1.2652695271354828e-15,113031.0,113031.0
n000032,-2.698320089787355,-9.541365928774772,-1.1278266419974452,6.323653344201023,2.9790631607500835,3.1099059464409846,3.6442846184192823,2.5185421845902964,-3.688192613988993,-0.4127191923226175,-2.485110888100371,-1.2082829476178412,-0.4124909015434746,0.4193045117058859,1.2652695271354828e-15,113031.0,113031.0
n000033,-2.698320089787355,-9.541365928774772,-1.1278266419974452,6.323653344201023,2.9790631607500835,3.1099059464409846,3.6442846184192823,2.5185421845902964,-3.688192613988993,-0.4127191923226175,-2.485110888100371,-1.2082829476178412,-0.4124909015434746,0.4193045117058859,1.2652695271354828e-15,113031.0,113031.0
n000034,-2.698320089787355,-9.541365928774772,-1.1278266419974452,6.323653344201023,2.9790631607500835,3.1099059464409846,3.6442846184192823,2.5185421845902964,-3.688192613988993,-0.4127191923226175,-2.485110888100371,-1.2082829476178412,-0.4124909015434746,0.4193045117058859,1.2652695271354828e-15,113031.0,113031.0
n000035,-2.698320089787355,-9.541365928774772,-1.1278266419974452,6.323653344201023,2.9790631607500835,3.1099059464409846,3.6442846184192823,2.5185421845902964,-3.688192613988993,-0.4127191923226175,-2.485110888100371,-1.2082829476178412,-0.4124909015434746,0.4193045117058859,1.2652695271354828e-15,113031.0,113031.0
n000036,-2.698320089787355,-9.541365928774772,-1.1278266419974452,6.323653344201023,2.9790631607500835,3.1099059464409846,3.6442846184192823,2.5185421845902964,-3.688192613988993,-0.4127191923226175,-2.485110888100371,-1.2082829476178412,-0.4124909015434746,0.4193045117058859,1.2652695271354828e-15,113031.0,113031.0
n000037,-2.698320089787355,-9.541365928774772,-1.1278266419974452,6.323653344201023,2.9790631607500835,3.1099059464409846,3.6442846184192823,2.5185421845902964,-3.688192613988993,-0.4127191923226175,-2.485110888100371,-1.2082829476178412,-0.4124909015434746,0.4193045117058859,1.2652695271354828e-15,113031.0,113031.0
n000038,-2.698320089787355,-9.541365928774772,-1.1278266419974452,6.323653344201023,2.9790631607500835,3.1099059464409846,3.6442846184192823,2.5185421845902964,-3.688192613988993,-0.4127191923226175,-2.485110888100371,-1.2082829476178412,-0.4124909015434746,0.4193045117058859,1.2652695271354828e-15,113031.0,113031.0
n000039,-2.698320089787355,-9.541365928774772,-1.1278266419974452,6.323653344201023,2.9790631607500835,3.1099059464409846,3.6442846184192823,2.5185421845902964,-3.688192613988993,-0.4127191923226175,-2.485110888100371,-1.2082829476178412,-0.4124909015434746,0.4193045117058859,1.2652695271354828e-15,113031.0,113031.0
n000040,-2.698320089787355,-9.541365928774772,-1.1278266419974452,6.323653344201023,2.9790631607500835,3.1099059464409846,3.6442846184192823,2.5185421845902964,-3.688192613988993,-0.4127191923226175,-2.485110888100371,-1.2082829476178412,-0.4124909015434746,0.4193045117058859,1.2652695271354828e-15,113031.0,113031.0
n000041,-2.698320089787355,-9.541365928774772,-1.1278266419974452,6.323653344201023,2.9790631607500835,3.1099059464409846,3.6442846184192823,2.5185421845902964,-3.688192613988993,-0.4127191923226175,-2.485110888100371,-1.2082829476178412,-0.4124909015434746,0.4193045117058859,1.2652695271354828e-15,113031.0,113031.0
n000042,-2.698320089787355,-9.541365928774772,-1.1278266419974452,6.323653344201023,2.9790631607500835,3.1099059464409846,3.6442846184192823,2.5185421845902964,-3.688192613988993,-0.4127191923226175,-2.485110888100371,-1.2082829476178412,-0.4124909015434746,0.4193045117058859,1.2652695271354828e-15,113031.0,113031.0
n000043,-2.698320089787355,-9.541365928774772,-1.1278266419974452,6.323653344201023,2.9790631607500835,3.1099059464409846,3.6442846184192823,2.5185421845902964,-3.688192613988993,-0.4127191923226175,-2.485110888100371,-1.2082829476178412,-0.4124909015434746,0.4193045117058859,1.2652695271354828e-15,113031.0,113031.0
n000044,-2.698320089787355,-9.541365928774772,-1.1278266419974452,6.323653344201023,2.9790631607500835,3.1099059464409846,3.6442846184192823,2.5185421845902964,-3.688192613988993,-0.4127191923226175,-2.485110888100371,-1.2082829476178412,-0.4124909015434746,0.4193045117058859,1.2652695271354828e-15,113031.0,113031.0
n000045,-2.698320089787355,-9.541365928774772,-1.1278266419974452,6.323653344201023,2.9790631607500835,3.1099059464409846,3.6442846184192823,2.5185421845902964,-3.688192613988993,-0.4127191923226175,-2.485110888100371,-1.2082829476178412,-0.4124909015434746,0.4193045117058859,1.2652695271354828e-15,113031.0,113031.0
n000046,-2.698320089787355,-9.541365928774772,-1.1278266419974452,6.323653344201023,2.9790631607500835,3.1099059464409846,3.6442846184192823,2.5185421845902964,-3.688192613988993,-0.4127191923226175,-2.485110888100371,-1.2082829476178412,-0.4124909015434746,0.4193045117058859,1.2652695271354828e-15,113031.0,113031.0
n000047,-2.698320089787355,-9.541365928774772,-1.1278266419974452,6.323653344201023,2.9790631607500835,3.1099059464409846,3.6442846184192823,2.5185421845902964,-3.688192613988993,-0.4127191923226175,-2.485110888100371,-1.2082829476178412,-0.4124909015434746,0.4193045117058859,1.2652695271354828e-15,113031.0,113031.0
n000048,-2.698320089787355,-9.541365928774772,-1.1278266419974452,6.323653344201023,2.9790631607500835,3.1099059464409846,3.6442846184192823,2.5185421845902964,-3.688192613988993,-0.4127191923226175,-2.485110888100371,-1.2082829476178412,-0.4124909015434746,0.4193045117058859,1.2652695271354828e-15,113031.0,113031.0
n000049,-2.698320089787355,-9.541365928774772,-1.1278266419974452,6.323653344201023,2.9790631607500835,3.1099059464409846,3.6442846184192823,2.5185421845902964,-3.688192613988993,-0.4127191923226175,-2.485110888100371,-1.2082829476178412,-0.4124909015434746,0.4193045117058859,1.2652695271354828e-15,113031.0,113031.0
n000050,-2.698320089787355,-9.541365928774772,-1.1278266419974452,6.323653344201023,2.9790631607500835,3.1099059464409846,3.6442846184192823,2.5185421845902964,-3.688192613988993,-0.4127191923226175,-2.485110888100371,-1.2082829476178412,-0.4124909015434746,0.4193045117058859,1.2652695271354828e-15,113031.0,113031.0
n000051,-2.698320089787355,-9.541365928774772,-1.1278266419974452,6.323653344201023,2.9790631607500835,3.1099059464409846,3.6442846184192823,2.5185421845902964,-3.688192613988993,-0.4127191923226175,-2.485110888100371,-1.2082829476178412,-0.4124909015434746,0.4193045117058859,1.2652695271354828e-15,113031.0,113031.0
n000052,-2.698320089787355,-9.541365928774772,-1.1278266419974452,6.323653344201023,2.9790631607500835,3.1099059464409846,3.6442846184192823,2.5185421845902964,-3.688192613988993,-0.4127191923226175,-2.485110888100371,-1.2082829476178412,-0.4124909015434746,0.4193045117058859,1.2652695271354828e-15,113031.0,113031.0
n000053,-2.698320089787355,-9.541365928774772,-1.1278266419974452,6.323653344201023,2.9790631607500835,3.1099059464409846,3.6442846184192823,2.5185421845902964,-3.688192613988993,-0.4127191923226175,-2.485110888100371,-1.2082829476178412,-0.4124909015434746,0.4193045117058859,1.2652695271354828e-15,113031.0,113031.0
n000054,-2.698320089787355,-9.541365928774772,-1.1278266419974452,6.323653344201023,2.9790631607500835,3.1099059464409846,3.6442846184192823,2.5185421845902964,-3.688192613988993,-0.4127191923226175,-2.485110888100371,-1.2082829476178412,-0.4124909015434746,0.4193045117058859,1.2652695271354828e-15,113031.0,113031.0
n000055,-2.698320089787355,-9.541365928774772,-1.1278266419974452,6.323653344201023,2.9790631607500835,3.1099059464409846,3.6442846184192823,2.5185421845902964,-3.688192613988993,-0.4127191923226175,-2.485110888100371,-1.2082829476178412,-0.4124909015434746,0.4193045117058859,1.2652695271354828e-15,113031.0,113031.0
n000056,-2.698320089787355,-9.541365928774772,-1.1278266419974452,6.323653344201023,2.9790631607500835,3.1099059464409846,3.6442846184192823,2.5185421845902964,-3.688192613988993,-0.4127191923226175,-2.485110888100371,-1.2082829476178412,-0.4124909015434746,0.4193045117058859,1.2652695271354828e-15,113031.0,113031.0
n000057,-2.698320089787355,-9.541365928774772,-1.1278266419974452,6.323653344201023,2.9790631607500835,3.1099059464409846,3.6442846184192823,2.5185421845902964,-3.688192613988993,-0.4127191923226175,-2.485110888100371,-1.2082829476178412,-0.4124909015434746,0.4193045117058859,1.2652695271354828e-15,113031.0,113031.0
n000058,-2.698320089787355,-9.541365928774772,-1.1278266419974452,6.323653344201023,2.9790631607500835,3.1099059464409846,3.6442846184192823,2.5185421845902964,-3.688192613988993,-0.4127191923226175,-2.485110888100371,-1.2082829476178412,-0.4124909015434746,0.4193045117058859,1.2652695271354828e-15,113031.0,113031.0
n000059,-2.698320089787355,-9.541365928774772,-1.1278266419974452,6.323653344201023,2.9790631607500835,3.1099059464409846,3.6442846184192823,2.5185421845902964,-3.688192613988993,-0.4127191923226175,-2.485110888100371,-1.2082829476178412,-0.4124909015434746,0.4193045117058859,1.2652695271354828e-15,113031.0,113031.0
n000060,-2.698320089787355,-9.541365928774772,-1.1278266419974452,6.323653344201023,2.9790631607500835,3.1099059464409846,3.6442846184192823,2.5185421845902964,-3.688192613988993,-0.4127191923226175,-2.485110888100371,-1.2082829476178412,-0.4124909015434746,0.4193045117058859,1.2652695271354828e-15,113031.0,113031.0
n000061,-2.698320089787355,-9.541365928774772,-1.1278266419974452,6.323653344201023,2.9790631607500835,3.1099059464409846,3.6442846184192823,2.5185421845902964,-3.688192613988993,-0.4127191923226175,-2.485110888100371,-1.2082829476178412,-0.4124909015434746,0.4193045117058859,1.2652695271354828e-15,113031.0,113031.0
n000062,-2.698320089787355,-9.541365928774772,-1.1278266419974452,6.323653344201023,2.9790631607500835,3.1099059464409846,3.6442846184192823,2.5185421845902964,-3.688192613988993,-0.4127191923226175,-2.485110888100371,-1.2082829476178412,-0.4124909015434746,0.4193045117058859,1.2652695271354828e-15,113031.0,113031.0
n000063,-2.698320089787355,-9.541365928774772,-1.1278266419974452,6.323653344201023,2.9790631607500835,3.1099059464409846,3.6442846184192823,2.5185421845902964,-3.688192613988993,-0.4127191923226175,-2.485110888100371,-1.2082829476178412,-0.4124909015434746,0.4193045117058859,1.2652695271354828e-15,113031.0,113031.0
n000064,-2.698320089787355,-9.541365928774772,-1.1278266419974452,6.323653344201023,2.9790631607500835,3.1099059464409846,3.6442846184192823,2.5185421845902964,-3.688192613988993,-0.4127191923226175,-2.485110888100371,-1.2082829476178412,-0.4124909015434746,0.4193045117058859,1.2652695271354828e-15,113031.0,113031.0
n000065,-2.698320089787355,-9.541365928774772,-1.1278266419974452,6.323653344201023,2.9790631607500835,3.1099059464409846,3.6442846184192823,2.5185421845902964,-3.688192613988993,-0.4127191923226175,-2.485110888100371,-1.2082829476178412,-0.4124909015434746,0.4193045117058859,1.2652695271354828e-15,113031.0,113031.0
n000066,-2.698320089787355,-9.541365928774772,-1.1278266419974452,6.323653344201023,2.9790631607500835,3.1099059464409846,3.6442846184192823,2.5185421845902964,-3.688192613988993,-0.4127191923226175,-2.485110888100371,-1.2082829476178412,-0.4124909015434746,0.4193045117058859,1.2652695271354828e-15,113031.0,113031.0
n000067,-2.698320089787355,-9.541365928774772,-1.1278266419974452,6.323653344201023,2.9790631607500835,3.1099059464409846,3.6442846184192823,2.5185421845902964,-3.688192613988993,-0.4127191923226175,-2.485110888100371,-1.2082829476178412,-0.4124909015434746,0.4193045117058859,1.2652695271354828e-15,113031.0,113031.0
n000068,-2.698320089787355,-9.541365928774772,-1.1278266419974452,6.323653344201023,2.9790631607500835,3.1099059464409846,3.6442846184192823,2.5185421845902964,-3.688192613988993,-0.4127191923226175,-2.485110888100371,-1.2082829476178412,-0.4124909015434746,0.4193045117058859,1.2652695271354828e-15,113031.0,113031.0
n000069,-2.698320089787355,-9.541365928774772,-1.1278266419974452,6.323653344201023,2.9790631607500835,3.1099059464409846,3.6442846184192823,2.5185421845902964,-3.688192613988993,-0.4127191923226175,-2.485110888100371,-1.2082829476178412,-0.4124909015434746,0.4193045117058859,1.2652695271354828e-15,113031.0,113031.0
n000070,-2.698320089787355,-9.541365928774772,-1.1278266419974452,6.323653344201023,2.9790631607500835,3.1099059464409846,3.6442846184192823,2.5185421845902964,-3.688192613988993,-0.4127191923226175,-2.485110888100371,-1.2082829476178412,-0.4124909015434746,0.4193045117058859,1.2652695271354828e-15,113031.0,113031.0
n000071,-5.825893923885721,-7.212186628431646,-1.7459273396062638,3.28611965101016,-4.689509786470236,-1.0222076336701111,-0.067145407838749,-3.702185496665407,-1.5197770331159983,1.0330533164318711,1.5300770017291117,4.250202074261973,1.5303959175912487,-0.7853227486273698,1.2652695271354836e-15,113031.01,113031.0
n000072,-5.825893923885721,-7.212186628431646,-1.7459273396062638,3.28611965101016,-4.689509786470236,-1.0222076336701111,-0.067145407838749,-3.702185496665407,-1.5197770331159983,1.0330533164318711,1.5300770017291117,4.250202074261973,1.5303959175912487,-0.7853227486273698,1.2652695271354836e-15,113031.01,113031.0
n000073,-5.825893923885721,-7.212186628431646,-1.7459273396062638,3.28611965101016,-4.689509786470236,-1.0222076336701111,-0.067145407838749,-3.702185496665407,-1.5197770331159983,1.0330533164318711,1.5300770017291117,4.250202074261973,1.5303959175912487,-0.7853227486273698,1.2652695271354836e-15,113031.01,113031.0
n000074,-5.825893923885721,-7.212186628431646,-1.7459273396062638,3.28611965101016,-4.689509786470236,-1.0222076336701111,-0.067145407838749,-3.702185496665407,-1.5197770331159983,1.0330533164318711,1.5300770017291117,4.250202074261973,1.5303959175912487,-0.7853227486273698,1.2652695271354836e-15,113031.01,113031.0
n000075,-5.825893923885721,-7.212186628431646,-1.7459273396062638,3.28611965101016,-4.689509786470236,-1.0222076336701111,-0.067145407838749,-3.702185496665407,-1.5197770331159983,1.0330533164318711,1.5300770017291117,4.250202074261973,1.5303959175912487,-0.7853227486273698,1.2652695271354836e-15,113031.01,113031.0
n000076,-5.825893923885721,-7.212186628431646,-1.7459273396062638,3.28611965101016,-4.689509786470236,-1.0222076336701111,-0.067145407838749,-3.702185496665407,-1.5197770331159983,1.0330533164318711,1.5300770017291117,4.250202074261973,1.5303959175912487,-0.7853227486273698,1.2652695271354836e-15,113031.01,113031.0
n000077,-5.825893923885721,-7.212186628431646,-1.7459273396062638,3.28611965101016,-4.689509786470236,-1.0222076336701111,-0.067145407838749,-3.702185496665407,-1.5197770331159983,1.0330533164318711,1.5300770017291117,4.250202074261973,1.5303959175912487,-0.7853227486273698,1.2652695271354836e-15,113031.01,113031.0
n000078,-5.825893923885721,-7.212186628431646,-1.7459273396062638,3.28611965101016,-4.689509786470236,-1.0222076336701111,-0.067145407838749,-3.702185496665407,-1.5197770331159983,1.0330533164318711,1.5300770017291117,4.250202074261973,1.5303959175912487,-0.7853227486273698,1.2652695271354836e-15,113031.01,113031.0
n000079,-5.825893923885721,-7.212186628431646,-1.7459273396062638,3.28611965101016,-4.689509786470236,-1.0222076336701111,-0.067145407838749,-3.702185496665407,-1.5197770331159983,1.0330533164318711,1.5300770017291117,4.250202074261973,1.5303959175912487,-0.7853227486273698,1.2652695271354836e-15,113031.01,113031.0
n000080,-5.825893923885721,-7.212186628431646,-1.7459273396062638,3.28611965101016,-4.689509786470236,-1.0222076336701111,-0.067145407838749,-3.702185496665407,-1.5197770331159983,1.0330533164318711,1.5300770017291117,4.250202074261973,1.5303959175912487,-0.7853227486273698,1.2652695271354836e-15,113031.01,113031.0
n000081,-5.825893923885721,-7.212186628431646,-1.7459273396062638,3.28611965101016,-4.689509786470236,-1.0222076336701111,-0.067145407838749,-3.702185496665407,-1.5197770331159983,1.0330533164318711,1.5300770017291117,4.250202074261973,1.5303959175912487,-0.7853227486273698,1.2652695271354836e-15,113031.01,113031.0
n000082,-5.825893923885721,-7.212186628431646,-1.7459273396062638,3.28611965101016,-4.689509786470236,-1.0222076336701111,-0.067145407838749,-3.702185496665407,-1.5197770331159983,1.0330533164318711,1.5300770017291117,4.250202074261973,1.5303959175912487,-0.7853227486273698,1.2652695271354836e-15,113031.01,113031.0
n000083,-5.825893923885721,-7.212186628431646,-1.7459273396062638,3.28611965101016,-4.689509786470236,-1.0222076336701111,-0.067145407838749,-3.702185496665407,-1.5197770331159983,1.0330533164318711,1.5300770017291117,4.250202074261973,1.5303959175912487,-0.7853227486273698,1.2652695271354836e-15,113031.01,113031.0
n000084,-5.825893923885721,-7.212186628431646,-1.7459273396062638,3.28611965101016,-4.689509786470236,-1.0222076336701111,-0.067145407838749,-3.702185496665407,-1.5197770331159983,1.0330533164318711,1.5300770017291117,4.250202074261973,1.5303959175912487,-0.7853227486273698,1.2652695271354836e-15,113031.01,113031.0
n000085,-5.825893923885721,-7.212186628431646,-1.7459273396062638,3.28611965101016,-4.689509786470236,-1.0222076336701111,-0.067145407838749,-3.702185496665407,-1.5197770331159983,1.0330533164318711,1.5300770017291117,4.250202074261973,1.5303959175912487,-0.7853227486273698,1.2652695271354836e-15,113031.01,113031.0
n000086,-5.825893923885721,-7.212186628431646,-1.7459273396062638,3.28611965101016,-4.689509786470236,-1.0222076336701111,-0.067145407838749,-3.702185496665407,-1.5197770331159983,1.0330533164318711,1.5300770017291117,4.250202074261973,1.5303959175912487,-0.7853227486273698,1.2652695271354836e-15,113031.01,113031.0
n000087,-5.825893923885721,-7.212186628431646,-1.7459273396062638,3.28611965101016,-4.689509786470236,-1.0222076336701111,-0.067145407838749,-3.702185496665407,-1.5197770331159983,1.0330533164318711,1.5300770017291117,4.250202074261973,1.5303959175912487,-0.7853227486273698,1.2652695271354836e-15,113031.01,113031.0
n000088,-5.825893923885721,-7.212186628431646,-1.7459273396062638,3.28611965101016,-4.689509786470236,-1.0222076336701111,-0.067145407838749,-3.702185496665407,-1.5197770331159983,1.0330533164318711,1.5300770017291117,4.250202074261973,1.5303959175912487,-0.7853227486273698,1.2652695271354836e-15,113031.01,113031.0
n000089,-5.825893923885721,-7.212186628431646,-1.7459273396062638,3.28611965101016,-4.689509786470236,-1.0222076336701111,-0.067145407838749,-3.702185496665407,-1.5197770331159983,1.0330533164318711,1.5300770017291117,4.250202074261973,1.5303959175912487,-0.7853227486273698,1.2652695271354836e-15,113031.01,113031.0
